-2.545738	2
5.843310	4
4.752358	6
6.835330	8
6.422771	10
7.450001	12
7.275929	15
7.829219	16
7.756546	19
8.075067	20
8.047742	23
8.238692	24
8.234006	27
8.347949	28
8.355316	31
8.419300	32
8.433300	35
8.463131	36
8.480798	39
8.495785	41
8.505969	43
8.521127	46
8.514280	47
8.532622	50
8.509542	51
8.529919	54
8.494502	55
8.516131	58
8.471199	59
8.493539	62
8.441174	63
8.463851	66
8.407024	69
8.428370	70
8.378547	73
8.388113	74
8.344203	77
8.343884	78
8.305003	81
8.296322	82
8.261750	85
8.245950	86
8.215094	89
8.194613	92
8.165558	93
8.147660	96
8.113576	97
8.097926	100
8.059506	101
8.045821	104
8.003649	105
7.991686	108
7.946452	111
7.935808	112
7.893842	115
7.878428	116
7.839412	119
7.819752	120
7.783407	123
7.759955	124
7.726035	127
7.700546	130
7.667477	131
7.643788	134
7.607886	135
7.585840	138
7.547396	139
7.526853	142
7.486124	143
7.466959	146
7.427989	149
7.406271	150
7.369331	153
7.344891	154
7.309834	157
7.282904	158
7.249598	161
7.223103	164
7.188713	165
7.163577	168
7.127259	169
7.103391	172
7.065305	173
7.042621	176
7.005623	179
6.981337	180
6.945899	183
6.919601	184
6.885630	187
6.857606	190
6.824878	191
6.798028	194
6.763700	195
6.737957	198
6.702146	199
6.677448	202
6.641489	205
6.616550	206
6.581885	209
6.555307	210
